nivel_escolar,duracion_estimada_min,numero_paginas,numero_items,porcentaje_visual,densidad_simbolos,prop_operaciones_aritmeticas,prop_fracciones_decimales,prop_variables_algebraicas,prop_ecuaciones,prop_patrones_funciones,prop_figuras_geometricas,prop_medicion_angulos,prop_coordenadas,prop_tablas_graficos,prop_estadistica_descriptiva,prop_probabilidad,prop_contexto_problemas,dificultad_estimada,ejemplos_resueltos,elementos_visuales,indice_interactividad,categoria_curricular
10,18,11,15,55.93,0.3466,0.6809,0.3489,0.1655,0.3626,0.5736,0.4311,0.3857,0.3387,0.4423,0.4124,0.3801,0.4844,2,2,9,0.55,0
8,42,26,23,77.38,0.4097,0.3862,0.5757,0.032,0.6107,0.1605,0.6246,0.5644,0.5563,0.6255,0.2255,0.1795,0.3983,3,3,10,0.5088,2
8,43,18,22,51.06,0.4778,0.5234,0.3861,0.3575,0.3441,0.2667,0.542,0.5302,0.4506,0.2971,0.2968,0.3007,0.4301,3,2,7,0.4056,2
8,13,14,11,54.91,0.4039,0.3578,0.3797,0.262,0.2305,0.577,0.0782,0.1674,0.0964,0.7224,0.4877,0.5687,0.6128,2,2,7,0.1642,3
5,42,14,24,50.25,0.3467,0.3914,0.2357,0.3862,0.3176,0.4564,0.1257,0.0944,0.4006,0.5808,0.6936,0.4903,0.539,2,4,8,0.5009,3
6,38,17,18,80.91,0.3975,0.5734,0.3106,0.113,0.0257,0.1833,0.6972,0.6302,0.4433,0.5523,0.3339,0.3409,0.5357,2,4,14,0.516,2
10,36,10,19,34.04,0.3274,0.3174,0.5241,0.3928,0.1412,0.2641,0.3578,0.1972,0.0843,0.209,0.1675,0.2287,0.3949,2,4,6,0.4915,0
6,38,14,23,66.13,0.551,0.7417,0.186,0.7132,0.2501,0.5345,0.4896,0.1241,0.4449,0.262,0.5728,0.1384,0.5256,3,4,8,0.4398,1
9,44,8,18,62.28,0.5186,0.6198,0.5527,0.3665,0.3626,0.7986,0.3752,0.1145,0.1749,0.4681,0.0916,0.0819,0.3907,2,4,8,0.4286,1
9,50,16,21,29.78,0.5763,0.4266,0.3023,0.6118,0.6221,0.4225,0.2111,0.1788,0.3568,0.3236,0.3099,0.39,0.5218,3,6,6,0.4552,1
5,34,13,12,31.08,0.2843,0.7337,0.6065,0.1686,0.0586,0.3383,0.1338,0.4602,0.2566,0.1296,0.2005,0.5961,0.4313,1,2,4,0.6896,0
5,41,6,23,50.95,0.641,0.3888,0.3157,0.505,0.4673,0.4389,0.2078,0.5627,0.2283,0.2444,0.1112,0.061,0.5134,1,3,9,0.4155,1
8,40,18,18,75.52,0.7254,0.4687,0.2326,0.7194,0.4945,0.223,0.3052,0.686,0.2914,0.7858,0.2779,0.1358,0.5743,3,4,11,0.1909,1
12,43,18,23,53.0,0.3327,0.2207,0.3013,0.1733,0.3803,0.3087,0.31,0.2339,0.2978,0.6602,0.8024,0.3574,0.2389,3,1,3,0.2904,3
11,43,11,20,42.53,0.5978,0.3095,0.3292,0.5213,0.738,0.7717,0.0165,0.4462,0.3041,0.16,0.3751,0.0453,0.4053,2,3,5,0.222,1
5,36,1,20,49.91,0.5329,0.5284,0.4418,0.318,0.3256,0.536,0.387,0.4874,0.5773,0.2673,0.4404,0.0266,0.281,1,0,11,0.263,0
9,17,5,16,68.34,0.2715,0.129,0.1777,0.1828,0.3002,0.1424,0.676,0.56,0.1491,0.1136,0.3123,0.0013,0.7353,2,3,11,0.3204,2
11,37,12,23,49.08,0.2829,0.5712,0.4579,0.4121,0.1751,0.1521,0.3785,0.206,0.1157,0.3059,0.4616,0.0705,0.5753,3,4,7,0.5151,0
12,28,12,24,75.55,0.3698,0.73,0.2074,0.1095,0.3095,0.4044,0.5962,0.5694,0.1018,0.534,0.3845,0.7088,0.4344,3,4,8,0.5192,3
8,36,12,22,65.55,0.4509,0.6644,0.4878,0.123,0.2518,0.1106,0.4289,0.6445,0.6081,0.4942,0.0246,0.5331,0.5246,2,2,10,0.5148,2
8,33,8,14,46.46,0.5873,0.3661,0.5545,0.5191,0.6204,0.5984,0.1333,0.0343,0.2581,0.5924,0.0592,0.454,0.385,3,5,5,0.1813,1
6,27,12,16,72.36,0.2384,0.1218,0.1926,0.477,0.5269,0.1232,0.7826,0.7297,0.6694,0.2012,0.7618,0.0816,0.5219,2,2,6,0.2923,2
8,42,16,31,47.89,0.593,0.9172,0.4431,0.5863,0.1926,0.3179,0.3409,0.6739,0.1326,0.1628,0.2501,0.1435,0.4033,3,2,6,0.3053,0
8,14,6,3,55.16,0.2864,0.4507,0.2591,0.0234,0.2673,0.2145,0.396,0.3058,0.514,0.7179,0.2131,0.6252,0.4481,1,3,6,0.6196,2
12,38,19,18,28.68,0.7941,0.4372,0.4268,0.8684,0.5088,0.3618,0.1093,0.2392,0.1806,0.1139,0.0738,0.6391,0.3831,4,3,1,0.3695,1
11,57,21,34,41.05,0.3352,0.1851,0.3148,0.3308,0.3156,0.2347,0.631,0.5767,0.5478,0.389,0.481,0.1167,0.3916,4,4,7,0.2793,2
7,21,6,11,37.49,0.3118,0.5627,0.3868,0.2757,0.0675,0.2654,0.0513,0.179,0.1556,0.5251,0.4011,0.5138,0.14,2,0,3,0.1911,3
7,38,8,13,88.0,0.2422,0.3985,0.1703,0.2138,0.2164,0.1508,0.6714,0.8885,0.6496,0.6495,0.4335,0.0691,0.5891,1,5,12,0.725,2
12,39,8,24,67.65,0.6914,0.7493,0.7793,0.4895,0.6066,0.2489,0.3611,0.5099,0.4059,0.3034,0.2783,0.4345,0.5204,3,2,11,0.2948,0
5,17,10,15,56.04,0.7034,0.4382,0.0701,0.8853,0.3307,0.686,0.4097,0.4662,0.4784,0.2044,0.0256,0.1417,0.3224,2,3,7,0.5232,1
6,15,7,9,95.0,0.113,0.1814,0.5736,0.1035,0.1763,0.1136,0.6506,0.2415,0.2434,0.8099,0.7033,0.5854,0.2377,1,2,11,0.5643,3
12,41,14,22,74.74,0.2468,0.2929,0.1429,0.1573,0.3976,0.1276,0.6843,0.2831,0.3559,0.4457,0.0809,0.056,0.4903,3,3,12,0.4059,2
5,24,9,16,49.25,0.2751,0.7307,0.8521,0.0839,0.1253,0.1822,0.3473,0.5636,0.1882,0.387,0.4642,0.4666,0.5246,1,4,7,0.4673,0
10,23,10,13,38.25,0.569,0.3397,0.1496,0.8281,0.6787,0.6267,0.3231,0.3651,0.1317,0.157,0.476,0.1313,0.4469,2,3,7,0.5563,1
8,35,13,19,47.74,0.3855,0.2539,0.1196,0.3028,0.1468,0.3215,0.4092,0.3674,0.6069,0.3759,0.4993,0.1692,0.3215,2,3,6,0.3571,2
10,52,12,30,69.68,0.2087,0.0825,0.1015,0.2135,0.1712,0.1571,0.2354,0.5191,0.2311,0.7456,0.5466,0.5447,0.3034,2,3,7,0.2934,3
10,47,17,22,50.21,0.4306,0.8786,0.6692,0.2182,0.2123,0.2237,0.1456,0.471,0.3212,0.3786,0.0295,0.1553,0.2983,3,3,5,0.602,0
10,46,8,27,64.95,0.6202,0.257,0.482,0.6711,0.6313,0.5929,0.619,0.2014,0.1816,0.5822,0.4661,0.3552,0.6865,3,5,7,0.6245,1
10,50,11,23,42.45,0.2383,0.4301,0.2316,0.5051,0.272,0.1895,0.0706,0.2089,0.3316,0.3517,0.4416,0.4745,0.4682,3,3,8,0.5305,3
5,31,8,15,37.43,0.5409,0.264,0.3159,0.586,0.5171,0.2134,0.2214,0.1015,0.1776,0.2226,0.5853,0.1815,0.6657,1,4,6,0.3982,1
5,35,15,18,48.9,0.4473,0.3014,0.2568,0.6737,0.2215,0.6079,0.4413,0.2067,0.1683,0.3847,0.2331,0.4456,0.3646,2,3,8,0.2533,0
9,19,11,17,75.9,0.4039,0.3441,0.4813,0.7133,0.429,0.3737,0.7317,0.5955,0.5148,0.2052,0.2822,0.2823,0.4651,2,3,12,0.5357,2
9,41,15,12,28.46,0.3072,0.3847,0.6457,0.3745,0.1512,0.1616,0.1533,0.3553,0.0229,0.0827,0.2753,0.2096,0.3053,3,3,8,0.4559,0
6,39,12,26,59.75,0.4888,0.6056,0.6405,0.3175,0.1986,0.0477,0.3264,0.4699,0.399,0.3572,0.164,0.0512,0.6642,2,4,10,0.5935,0
9,27,11,13,67.37,0.4364,0.1083,0.2447,0.2118,0.2112,0.0524,0.5888,0.6264,0.6151,0.511,0.3654,0.1358,0.2417,3,2,8,0.3633,2
8,27,10,13,43.93,0.2774,0.5223,0.5232,0.3282,0.2667,0.2636,0.1274,0.2196,0.2066,0.5698,0.4101,0.141,0.3964,2,1,5,0.2521,0
8,27,10,21,40.77,0.3308,0.06,0.5552,0.55,0.261,0.1651,0.3005,0.1298,0.363,0.591,0.5567,0.7473,0.4193,2,2,4,0.693,3
9,41,16,20,58.69,0.5786,0.6148,0.6954,0.3379,0.1871,0.3005,0.1319,0.1236,0.1762,0.3717,0.3024,0.1011,0.3839,2,2,7,0.2225,0
12,39,14,15,38.29,0.2011,0.4754,0.7968,0.3557,0.405,0.3499,0.0218,0.3277,0.1333,0.2942,0.4188,0.1515,0.5119,3,3,5,0.4097,0
8,38,9,13,88.97,0.1317,0.1005,0.5603,0.3311,0.0987,0.1593,0.7795,0.8118,0.3949,0.4668,0.1646,0.1433,0.3558,3,4,14,0.3501,2
11,37,19,25,54.7,0.3541,0.3743,0.2348,0.1766,0.2208,0.3763,0.1554,0.1576,0.161,0.5782,0.4733,0.4375,0.5426,3,1,8,0.5067,3
9,22,16,17,47.37,0.5283,0.4899,0.4892,0.7782,0.4522,0.5455,0.2051,0.2661,0.1722,0.4406,0.4715,0.2343,0.3497,3,2,8,0.5342,1
6,24,12,13,64.17,0.5494,0.4646,0.5932,0.4628,0.5019,0.5353,0.4428,0.2377,0.3264,0.4553,0.4065,0.5471,0.2379,2,2,7,0.7614,0
6,37,10,15,52.21,0.4053,0.3014,0.0744,0.0752,0.2624,0.7044,0.3254,0.0797,0.3346,0.6417,0.3894,0.5932,0.4571,2,3,10,0.0941,3
9,42,12,23,62.15,0.2827,0.2856,0.5013,0.2129,0.1442,0.4348,0.249,0.5924,0.2403,0.6353,0.3372,0.4323,0.3009,3,4,9,0.3157,3
5,34,1,18,75.65,0.2119,0.0865,0.1559,0.3882,0.2596,0.3233,0.5042,0.9491,0.5117,0.0269,0.2798,0.078,0.438,1,2,12,0.3684,2
10,44,13,23,46.66,0.5086,0.1213,0.5457,0.7549,0.7755,0.6663,0.38,0.0519,0.1725,0.2942,0.0742,0.2068,0.2936,3,4,5,0.2556,1
8,45,6,22,56.89,0.2163,0.1646,0.1863,0.0784,0.0577,0.315,0.1868,0.174,0.2981,0.5401,0.7623,0.7169,0.3456,2,4,9,0.1659,3
11,59,11,28,60.27,0.4351,0.2355,0.1863,0.0758,0.3501,0.478,0.6537,0.5434,0.4509,0.2878,0.2032,0.2782,0.5892,3,4,9,0.3164,2
9,41,19,16,57.5,0.6164,0.6443,0.4071,0.5083,0.404,0.3828,0.4693,0.3802,0.2133,0.3014,0.3592,0.1128,0.535,2,4,10,0.4656,1
7,19,7,6,64.72,0.6581,0.4849,0.2854,0.4541,0.4234,0.5927,0.2869,0.5393,0.47,0.5682,0.2586,0.0091,0.3881,1,1,8,0.5061,1
5,24,13,9,53.46,0.5409,0.4691,0.2436,0.3165,0.2089,0.4881,0.1279,0.1211,0.4361,0.5864,0.333,0.5028,0.2045,2,2,9,0.25,3
7,47,15,24,39.84,0.4926,0.8267,0.4045,0.0952,0.5422,0.4675,0.3913,0.5669,0.3688,0.1261,0.5975,0.1682,0.6887,3,4,6,0.4139,0
12,55,12,25,72.55,0.3685,0.4265,0.0766,0.1531,0.332,0.3465,0.6136,0.5855,0.6912,0.2357,0.5216,0.4259,0.6677,3,5,14,0.5042,2
5,48,5,17,71.15,0.273,0.3726,0.0795,0.1325,0.4517,0.4232,0.6358,0.7841,0.5572,0.2411,0.1448,0.4894,0.4985,1,4,8,0.6188,2
5,31,9,11,26.11,0.6325,0.3173,0.4192,0.3866,0.6975,0.7642,0.0682,0.2001,0.3875,0.0855,0.282,0.222,0.3129,1,2,2,0.3101,1
12,43,18,28,84.0,0.2568,0.2127,0.3164,0.3107,0.3682,0.3837,0.4547,0.4219,0.2389,0.6431,0.524,0.2267,0.6183,4,7,10,0.8136,3
10,33,13,25,42.36,0.3806,0.5818,0.4637,0.2187,0.1617,0.2744,0.2551,0.4885,0.4385,0.1234,0.3421,0.0129,0.7248,3,5,4,0.4614,0
9,32,19,22,45.92,0.3642,0.5918,0.5109,0.439,0.3081,0.1946,0.3969,0.244,0.3113,0.2605,0.4382,0.1937,0.5695,3,7,9,0.3434,0
7,35,16,17,70.13,0.365,0.1294,0.4107,0.3589,0.4741,0.588,0.6236,0.2949,0.5653,0.3984,0.2806,0.0975,0.2106,3,4,11,0.1751,1
9,35,15,25,39.35,0.5159,0.5873,0.2572,0.3903,0.3153,0.2216,0.2925,0.147,0.0371,0.1595,0.4426,0.3153,0.5546,3,4,7,0.503,0
12,37,17,24,54.74,0.2554,0.3495,0.1437,0.5792,0.0633,0.3892,0.2121,0.352,0.4819,0.8175,0.9373,0.7186,0.4654,3,4,11,0.1504,3
8,37,14,19,48.06,0.6818,0.514,0.3774,0.6568,0.5925,0.9037,0.2136,0.2234,0.2651,0.3135,0.6083,0.2765,0.4189,2,4,8,0.1906,1
10,36,14,20,62.64,0.4673,0.7464,0.552,0.2074,0.3977,0.4392,0.4299,0.3562,0.4743,0.4081,0.1899,0.103,0.5622,3,6,8,0.4889,0
5,40,9,22,66.07,0.351,0.1749,0.1079,0.3393,0.51,0.1128,0.5459,0.5138,0.3718,0.1932,0.1776,0.1122,0.5547,2,4,8,0.5264,2
9,33,10,20,38.37,0.3891,0.5268,0.614,0.3884,0.1806,0.0833,0.4078,0.2565,0.2691,0.3761,0.6708,0.1075,0.4196,2,1,6,0.5677,0
12,70,19,30,67.1,0.4845,0.4331,0.0464,0.3752,0.1004,0.2548,0.4279,0.1714,0.1584,0.7341,0.4023,0.6465,0.7738,4,3,6,0.7897,3
5,20,14,11,15.87,0.4296,0.4729,0.4551,0.3149,0.2879,0.2403,0.0961,0.3144,0.3971,0.4154,0.2296,0.1254,0.4134,2,3,1,0.3057,0
12,46,20,20,44.81,0.4421,0.6476,0.816,0.2854,0.4186,0.2568,0.3353,0.1992,0.3827,0.3218,0.25,0.0412,0.6359,3,3,5,0.5829,0
10,57,16,24,43.85,0.3078,0.6981,0.7776,0.1803,0.0366,0.3573,0.2547,0.3664,0.399,0.0328,0.3945,0.1464,0.597,3,6,6,0.132,0
8,46,6,20,57.65,0.4111,0.2518,0.251,0.3228,0.3925,0.3939,0.3101,0.1496,0.1995,0.55,0.2306,0.021,0.2383,2,4,10,0.3415,1
12,36,6,18,16.24,0.5614,0.6962,0.4505,0.3397,0.2251,0.0829,0.3049,0.1003,0.157,0.4225,0.591,0.1807,0.3795,2,1,0,0.4608,0
9,28,12,17,33.54,0.2347,0.2206,0.2534,0.3596,0.3758,0.1076,0.4076,0.5709,0.6438,0.2011,0.4439,0.1943,0.375,2,4,3,0.1849,2
12,41,24,26,50.8,0.4013,0.3905,0.0994,0.2226,0.2717,0.234,0.4759,0.4901,0.5552,0.3346,0.3887,0.3006,0.4477,4,3,7,0.5295,2
5,27,14,21,54.52,0.6822,0.3956,0.4094,0.6981,0.3452,0.2064,0.4369,0.322,0.6317,0.226,0.4063,0.2775,0.2642,3,2,8,0.3211,1
5,34,13,18,47.96,0.5215,0.4447,0.2487,0.2624,0.6936,0.5489,0.0509,0.3575,0.205,0.4707,0.1808,0.2305,0.3681,2,5,8,0.3406,1
5,24,13,15,61.82,0.6224,0.6347,0.384,0.2909,0.2608,0.3613,0.3294,0.4327,0.4002,0.4081,0.2511,0.1376,0.4614,2,2,9,0.3056,0
12,53,25,32,55.31,0.366,0.5316,0.6243,0.1848,0.3894,0.2982,0.2168,0.5297,0.0279,0.3086,0.306,0.1869,0.2942,4,3,8,0.1244,0
9,37,10,18,92.47,0.2182,0.5826,0.1304,0.1949,0.2173,0.4829,0.7166,0.7636,0.5745,0.3633,0.0748,0.2753,0.3658,2,3,9,0.444,2
11,61,15,20,51.15,0.5929,0.8286,0.3189,0.6339,0.325,0.087,0.3172,0.2571,0.1226,0.4453,0.4384,0.1505,0.6543,3,5,7,0.5741,0
6,40,16,20,71.26,0.4443,0.4276,0.3289,0.3249,0.0737,0.1056,0.631,0.5477,0.2481,0.2028,0.2915,0.5688,0.6138,2,5,10,0.4007,2
7,26,11,15,41.06,0.5668,0.4326,0.4945,0.4225,0.3489,0.24,0.4345,0.1903,0.2948,0.2586,0.3845,0.0483,0.2911,2,3,7,0.4355,0
11,41,19,26,25.43,0.6156,0.6404,0.1975,0.4696,0.5728,0.3174,0.2531,0.7369,0.3858,0.0559,0.1205,0.2585,0.4818,4,4,4,0.3239,2
9,48,20,27,68.08,0.5252,0.6696,0.558,0.2291,0.2077,0.307,0.5964,0.4045,0.055,0.2006,0.4293,0.1319,0.4723,3,3,10,0.7284,0
9,50,21,26,44.02,0.7148,0.459,0.2959,0.5854,0.7779,0.4013,0.2436,0.2877,0.3004,0.2349,0.1444,0.0285,0.4525,3,3,6,0.4932,1
9,52,19,25,83.84,0.3969,0.5161,0.1433,0.2261,0.2596,0.3531,0.5196,0.6199,0.1527,0.6208,0.172,0.1438,0.396,3,3,13,0.3164,2
12,21,9,21,62.16,0.7476,0.1598,0.115,0.457,0.5914,0.4751,0.5421,0.1649,0.6068,0.485,0.0803,0.2294,0.5722,3,3,9,0.5801,1
9,44,15,22,39.97,0.2032,0.2939,0.409,0.1822,0.0751,0.093,0.1005,0.1868,0.2502,0.5868,0.8287,0.405,0.5654,2,2,6,0.3606,3
7,34,10,15,37.9,0.3798,0.1461,0.2886,0.7318,0.3788,0.7706,0.1214,0.4284,0.6361,0.6174,0.5553,0.1428,0.45,2,5,5,0.1208,1
7,56,10,25,61.29,0.3435,0.102,0.1388,0.3796,0.0959,0.3887,0.4734,0.5127,0.5636,0.1885,0.005,0.1285,0.4705,2,2,11,0.3893,2
10,66,16,25,50.18,0.5715,0.0945,0.0262,0.7646,0.7334,0.3088,0.306,0.1242,0.2547,0.4708,0.2286,0.3285,0.6855,3,6,8,0.4208,1
12,52,16,18,76.05,0.2876,0.28,0.3929,0.3541,0.1014,0.3109,0.4711,0.2702,0.219,0.6579,0.5786,0.6436,0.3913,3,0,14,0.5338,3
5,20,5,11,27.26,0.3833,0.7383,0.5568,0.4152,0.2387,0.1379,0.0476,0.4295,0.3646,0.0595,0.189,0.1292,0.4658,1,4,4,0.6669,0
7,41,24,19,39.47,0.6709,0.5149,0.4594,0.576,0.4985,0.3674,0.2481,0.3119,0.2177,0.2164,0.2869,0.2556,0.2711,3,3,9,0.3158,0
9,39,16,15,71.08,0.1978,0.3005,0.2384,0.0437,0.1549,0.0697,0.6243,0.2917,0.5705,0.4383,0.0471,0.0387,0.2742,3,4,8,0.5668,2
5,22,5,9,85.22,0.2168,0.0743,0.0854,0.2207,0.1646,0.3808,0.91,0.7839,0.424,0.1785,0.1392,0.0681,0.4626,1,2,11,0.5217,2
9,40,14,23,55.63,0.6068,0.3713,0.1586,0.7735,0.5531,0.5324,0.3099,0.5173,0.3577,0.2277,0.0246,0.0351,0.5163,3,6,10,0.5246,1
10,43,14,25,58.94,0.2999,0.3474,0.3087,0.0848,0.1797,0.1085,0.6685,0.4114,0.4709,0.4787,0.8045,0.4015,0.464,3,2,6,0.1864,2
8,50,15,21,59.07,0.5273,0.7974,0.6901,0.4335,0.2608,0.524,0.3581,0.3725,0.3202,0.444,0.5089,0.2207,0.6795,2,5,8,0.6515,0
7,15,8,12,89.3,0.3262,0.1269,0.2465,0.1763,0.5733,0.1809,0.9004,0.5662,0.6522,0.1809,0.2992,0.23,0.2924,2,2,13,0.5598,2
5,19,11,13,34.16,0.4138,0.1642,0.6605,0.375,0.3489,0.1173,0.2743,0.579,0.4809,0.2615,0.1649,0.1239,0.4625,2,2,7,0.3997,0
12,48,20,31,37.38,0.5597,0.1656,0.3603,0.5826,0.618,0.6667,0.2837,0.4274,0.1203,0.1149,0.35,0.2392,0.3442,5,3,6,0.465,1
10,39,16,22,69.93,0.431,0.4579,0.2614,0.194,0.4113,0.313,0.8943,0.4586,0.5873,0.3123,0.1235,0.4377,0.6115,3,3,11,0.3344,2
11,48,13,26,72.11,0.5415,0.7052,0.7911,0.3432,0.3642,0.2961,0.4564,0.2874,0.309,0.4425,0.1586,0.1364,0.5536,3,4,9,0.683,0
6,30,12,12,33.2,0.5687,0.1265,0.4667,0.7305,0.4936,0.5573,0.3755,0.2019,0.5797,0.2591,0.1917,0.2984,0.3856,2,3,7,0.5178,1
10,37,9,23,58.19,0.4402,0.7227,0.6981,0.4953,0.1222,0.4928,0.4378,0.036,0.3392,0.2859,0.2875,0.2453,0.4787,3,3,6,0.4351,0
7,57,12,30,55.1,0.3947,0.1912,0.3175,0.4881,0.1259,0.252,0.0698,0.2581,0.5598,0.7303,0.4245,0.4494,0.5441,3,4,8,0.7682,3
7,42,11,11,27.86,0.4254,0.7264,0.417,0.2556,0.1448,0.2878,0.2468,0.3036,0.0563,0.274,0.2633,0.3354,0.5318,1,2,5,0.1707,0
8,44,18,15,59.38,0.6,0.1919,0.1601,0.803,0.5134,0.3324,0.2429,0.3805,0.1906,0.3633,0.2382,0.7321,0.5174,3,2,6,0.3619,1
8,26,8,12,46.68,0.3437,0.293,0.5121,0.3678,0.1855,0.3044,0.349,0.1013,0.2063,0.4383,0.4879,0.4497,0.3888,2,1,8,0.466,0
8,27,5,18,39.11,0.4396,0.4583,0.2855,0.2547,0.5417,0.5592,0.32,0.1939,0.5068,0.0602,0.2019,0.2801,0.4056,2,4,7,0.3161,1
8,43,8,20,75.15,0.4852,0.4377,0.4414,0.1789,0.2183,0.1962,0.5237,0.7538,0.7802,0.2138,0.4058,0.7366,0.2895,2,5,13,0.2415,2
6,43,9,18,72.14,0.3361,0.1997,0.4763,0.3639,0.3614,0.032,0.7015,0.3621,0.7347,0.291,0.2207,0.3228,0.402,2,3,8,0.1321,2
8,23,14,4,59.31,0.3158,0.2122,0.0985,0.1913,0.0385,0.1944,0.1809,0.2447,0.1786,0.4131,0.6268,0.5807,0.3873,2,4,9,0.6123,3
12,50,17,24,49.73,0.2483,0.1748,0.4672,0.5274,0.4768,0.3533,0.321,0.2987,0.2849,0.2219,0.5859,0.4016,0.5525,4,5,6,0.3111,1
10,16,12,8,53.5,0.361,0.7999,0.2069,0.3434,0.204,0.4453,0.5116,0.4268,0.7804,0.2582,0.0345,0.1181,0.2766,2,1,5,0.3496,2
7,61,15,27,35.93,0.5914,0.796,0.7368,0.3456,0.25,0.367,0.4259,0.1702,0.2747,0.1788,0.2855,0.0896,0.4877,3,6,7,0.4019,0
7,33,15,10,54.71,0.4841,0.1992,0.3684,0.4007,0.2168,0.3442,0.6685,0.2142,0.5908,0.1154,0.6053,0.2422,0.3854,2,3,11,0.4206,2
9,50,14,15,73.49,0.1893,0.1883,0.1808,0.4372,0.3003,0.0275,0.6978,0.3957,0.4192,0.33,0.0887,0.0275,0.3278,2,2,12,0.3506,2
7,28,5,15,46.02,0.4755,0.5329,0.1128,0.5948,0.2959,0.46,0.1177,0.5724,0.2952,0.4214,0.3231,0.2793,0.482,2,1,2,0.3164,1
10,15,18,9,52.87,0.3641,0.5081,0.2853,0.1214,0.3761,0.2272,0.1032,0.5057,0.1,0.4316,0.1709,0.2205,0.4935,2,4,8,0.7655,0
6,20,10,10,64.02,0.4737,0.4225,0.4703,0.4117,0.4946,0.206,0.7399,0.4276,0.5745,0.1502,0.1138,0.6688,0.2847,2,2,9,0.5291,2
12,43,22,28,63.44,0.3923,0.398,0.3777,0.457,0.3232,0.1872,0.2488,0.4699,0.2844,0.7332,0.3911,0.4456,0.6006,3,5,8,0.2435,3
7,47,16,30,74.08,0.396,0.5417,0.0804,0.197,0.0834,0.1402,0.4527,0.2505,0.2915,0.723,0.5044,0.5729,0.5793,3,3,14,0.1607,3
10,24,13,18,53.99,0.291,0.1803,0.1247,0.0975,0.247,0.0233,0.0816,0.4145,0.094,0.5041,0.2686,0.5875,0.331,3,4,8,0.2168,3
7,18,15,10,24.54,0.5635,0.4624,0.1965,0.6309,0.3239,0.7929,0.1029,0.1206,0.2216,0.5519,0.5553,0.2716,0.375,3,3,4,0.4386,1
10,45,14,21,46.49,0.4221,0.9012,0.8758,0.4229,0.1749,0.196,0.5798,0.1607,0.2142,0.1658,0.2508,0.6228,0.5305,3,4,5,0.5876,0
8,36,6,17,53.21,0.3652,0.3773,0.1216,0.4297,0.1267,0.2122,0.484,0.1957,0.2135,0.4128,0.3422,0.7524,0.4352,2,2,8,0.3888,3
10,41,18,23,58.57,0.3429,0.1708,0.0708,0.3236,0.4081,0.2297,0.1622,0.1216,0.4624,0.7988,0.6095,0.4116,0.3732,3,4,6,0.4465,3
12,31,17,19,56.44,0.3071,0.4398,0.225,0.3285,0.2052,0.4106,0.2297,0.3177,0.1635,0.2837,0.593,0.1743,0.1563,3,3,8,0.2487,0
8,28,13,14,71.39,0.5487,0.3065,0.3901,0.4427,0.2827,0.1163,0.6867,0.371,0.3066,0.2123,0.1472,0.1083,0.5408,2,4,8,0.7196,0
11,30,13,19,35.01,0.3417,0.4448,0.0429,0.0328,0.491,0.2829,0.1435,0.2017,0.4772,0.2706,0.3858,0.3771,0.6555,2,3,8,0.3554,3
8,44,9,18,82.97,0.4083,0.2749,0.324,0.3219,0.2785,0.4655,0.7726,0.4713,0.8353,0.2078,0.269,0.5163,0.4512,2,2,9,0.36,2
8,27,9,11,31.34,0.3801,0.3234,0.6884,0.4577,0.2671,0.4054,0.5068,0.1991,0.0864,0.2959,0.1489,0.5319,0.5129,2,4,5,0.0899,0
5,15,6,13,42.62,0.3201,0.3004,0.1412,0.374,0.4684,0.7089,0.3492,0.2324,0.6371,0.3137,0.1772,0.1947,0.5311,2,3,10,0.5622,1
10,47,16,24,86.01,0.4182,0.1297,0.0941,0.3089,0.2458,0.1794,0.7067,0.8059,0.557,0.3222,0.3247,0.0198,0.3465,3,5,10,0.1995,2
10,29,9,15,54.15,0.351,0.3128,0.3658,0.2911,0.213,0.6388,0.1372,0.6027,0.529,0.3028,0.605,0.6825,0.5661,2,4,7,0.5208,3
10,32,20,20,31.84,0.305,0.2076,0.1622,0.0678,0.2155,0.152,0.0609,0.1176,0.2786,0.2903,0.7953,0.6858,0.7048,2,3,6,0.4295,3
12,47,16,27,61.3,0.5262,0.1237,0.2123,0.499,0.1264,0.1657,0.2694,0.6605,0.7808,0.2095,0.1372,0.3433,0.3609,4,4,8,0.5347,2
8,51,10,27,50.2,0.5233,0.4108,0.1162,0.6572,0.6658,0.8113,0.4445,0.6933,0.5484,0.294,0.2735,0.1024,0.4699,2,3,8,0.3125,1
6,21,7,19,70.55,0.5203,0.7484,0.3247,0.3388,0.2742,0.4642,0.1586,0.6423,0.3627,0.4883,0.0955,0.1745,0.4077,2,3,11,0.141,1
12,31,12,16,74.14,0.3605,0.7389,0.4025,0.1386,0.3726,0.1681,0.3956,0.3806,0.2298,0.8028,0.153,0.1085,0.3502,3,4,10,0.6297,0
11,53,18,23,76.55,0.4315,0.211,0.159,0.3437,0.4078,0.6926,0.6956,0.5095,0.5274,0.2407,0.3584,0.227,0.5205,3,2,12,0.2511,2
7,28,6,16,57.5,0.4108,0.2608,0.5222,0.6432,0.5295,0.7068,0.6124,0.1714,0.579,0.2765,0.422,0.0071,0.2403,2,3,9,0.3682,1
12,58,16,28,85.92,0.7085,0.8041,0.0353,0.2457,0.6592,0.2245,0.7945,0.3152,0.2217,0.3217,0.4946,0.3472,0.3312,4,2,12,0.4231,2
